Date,spot,risk_free,raw_rows,put_iv_ew,call_iv_ew,atm_put_iv_ew,delta_put_iv_ew,delta_call_iv_ew,put_iv_qw,call_iv_qw,atm_put_iv_qw,n_put,n_call,n_delta_put,n_delta_call,vs_ew,vs_qw,vs_delta_ew,atm_cp_ew,atm_cp_qw,log_ret_1d,rf_1d,excess_1d,log_ret_5d,rf_5d,excess_5d,log_ret_10d,rf_10d,excess_10d,log_ret_21d,rf_21d,excess_21d,next_year
2017-01-18,2271.89,0.0076952623809523,710,0.22627746718146716,0.10235476630434782,0.10723918478260869,0.13565008823529412,0.09614500000000001,0.2062344351728891,0.11272042809765216,0.1061570069182252,259,184,102,14,0.12392270087711933,0.09351400707523695,0.03950508823529411,-0.004884418478260863,0.006563421179426959,-0.0036158590231882884,3.053675547996944e-05,-0.0036463957786682577,0.011588091845576553,0.0001562870357938488,0.011431804809782705,0.0033659708717076195,0.0003187695230387456,0.003047201348668874,0.0326195649671285,0.0006680588262322432,0.03195150614089626,2017
2017-01-19,2263.69,0.0076710675,763,0.22797279215686275,0.10770267222222223,0.10785347777777778,0.1406271067961165,0.10227764285714287,0.21074241100750096,0.11972768804023642,0.10813238636282148,255,180,103,14,0.12027011993464053,0.09101472296726454,0.038349463938973635,-0.00015080555555554986,0.011595301677414946,0.0033605323797867037,3.0440744047619046e-05,0.0033300916357390845,0.014468376685154051,0.00015832584720730316,0.014310050837946748,0.007551955337932711,0.0003206381530463043,0.007231317184886407,0.03791259821784752,0.0006682141044824325,0.03724438411336509,2017
2017-01-20,2271.31,0.0076399742105263,757,0.2212724671814672,0.09647610555555555,0.10349962222222223,0.12784531914893618,0.08974892307692307,0.19957358955065585,0.10796775013683606,0.10244218454970026,259,180,94,13,0.12479636162591165,0.09160583941381979,0.03809639607201311,-0.007023516666666674,0.0055255655871357945,-0.00269370229296495,3.031735797827897e-05,-0.0027240196509432293,0.010241000585688758,0.0001603921241347405,0.010080608461554017,0.011429996633962608,0.00032248380639097546,0.011107512827571633,0.04058192801909665,0.0006682532518299678,0.039913674767266684,2017
2017-01-23,2265.2,0.0081828124999999,611,0.214493455026455,0.1014064,0.10305576296296297,0.1330701333333333,0.09646972727272728,0.1976106954091002,0.11323493569832481,0.10297278484691359,189,135,75,11,0.11308705502645501,0.08437575971077539,0.036600406060606036,-0.0016493629629629747,0.010262150851411217,0.006543088991933502,3.247147817460278e-05,0.0065106175137589,0.00690704666285084,0.00016254682397959046,0.0067444998388712495,0.012006041849462759,0.00032443175595237895,0.01168161009351038,0.04219276569121065,0.0006707405004276524,0.041522025190783,2017
2017-01-24,2280.07,0.0081952164285714,608,0.20852821025641027,0.09610880000000001,0.09822004444444445,0.12238060869565218,0.09021436363636363,0.19054530711836917,0.10403992581438609,0.09935744771369649,195,135,69,11,0.11241941025641027,0.08650538130398308,0.03216624505928854,-0.002111244444444438,0.004682478100689599,0.007994031790009634,3.2520700113378574e-05,0.007961511089896256,-0.000526438175415343,0.00016255564909296944,-0.0006889938245083125,0.005689747809697015,0.00032660972789115474,0.005363138081805861,0.036068579813960146,0.0006709217750875167,0.035397658038872626,2017
2017-01-25,2298.37,0.0082090428571428,602,0.2060168181818182,0.0962557463768116,0.09751649999999999,0.11541785714285714,0.0892831,0.18848815271611383,0.0962373673453564,0.0971361722917062,198,138,63,10,0.10976107180500659,0.09225078537075743,0.026134757142857137,-0.0012607536231883931,-0.0008988049463497932,-0.0007355741836108801,3.2575566893423804e-05,-0.0007681497505043039,-0.008222120973869053,0.00016248248724489683,-0.00838460346111395,-0.001611133715515919,0.00032885038832199364,-0.0019399841038379125,0.029566785917504054,0.0007134780591011222,0.02885330785840293,2017
2017-01-26,2296.68,0.0081917692857142,733,0.2034723137254902,0.09786390217391305,0.10078465217391304,0.1216014,0.09244792857142857,0.1857143833797976,0.10494142244556266,0.09927606725245035,255,184,95,14,0.10560841155157716,0.08077296093423493,0.02915347142857143,-0.002920749999999986,0.005665355193112315,-0.0008668437196784661,3.250702097505635e-05,-0.0008993507406535224,-0.006916421347221228,0.00016231230583900117,-0.007078733653060229,0.0048604193804257624,0.00032681928665910634,0.004533600093766656,0.03131986249516904,0.0007133919740671087,0.030606470521101933,2017
2017-01-27,2294.69,0.0081829585714285,736,0.2039653107569721,0.09293398369565217,0.10218491847826087,0.11974378651685394,0.08708584615384615,0.18444572574309384,0.0993887814242461,0.09920341495762275,251,184,89,13,0.11103132706131993,0.08505694431884774,0.03265794036300779,-0.009250934782608702,0.00018536646662335732,-0.006027656215802972,3.247205782312897e-05,-0.006060128273626101,0.0011889960482739375,0.00016209168225623494,0.0010269043660177026,0.009286978535362691,0.000324680196523052,0.008962298338839639,0.02960504554729992,0.0007133887456090591,0.02889165680169086,2017
2017-01-30,2280.9,0.0081850364285714,738,0.21629228888888888,0.10146784444444444,0.10914215111111111,0.13589869291338583,0.09783327777777778,0.1975941252348142,0.11010624877190825,0.10772561380449287,315,225,127,18,0.11482444444444444,0.08748787646290596,0.038065415135608044,-0.007674306666666672,0.0023806349674153765,-0.0008903958463327385,3.2480303287981745e-05,-0.0009228761496207202,0.00509899518661207,0.0001618849319727885,0.004937110254639282,0.020546810499266453,0.0003224641439909282,0.020224346355275525,0.04921388370266675,0.0007134575880126873,0.04850042611465406,2017
2017-01-31,2278.87,0.0081767796428571,745,0.2213129935483871,0.10017502173913043,0.11313293913043478,0.13817874809160305,0.09759177777777778,0.20329583250663483,0.10893111788756958,0.10989365482848476,310,230,131,18,0.12113797180925667,0.09436471461906525,0.04058697031382527,-0.01295791739130435,-0.000962536940915179,0.0002983489915560355,3.244753826530595e-05,0.0002659014532907295,0.006216185985112259,0.00016405407879818533,0.006052131906314074,0.02543650011995641,0.00032064350056689166,0.025115856619389518,0.04422717907257923,0.0007137937121623472,0.043513385360416885,2017
2017-02-01,2279.55,0.0081661571428571,737,0.21862520000000002,0.09906510666666667,0.10772150666666666,0.13375724390243904,0.09519164705882353,0.1991292080310473,0.10875319043464822,0.10575748590860257,315,225,123,17,0.11956009333333335,0.09037601759639909,0.038565596843615504,-0.008656399999999995,0.0029957045260456533,0.0005701254430369949,3.2405385487528175e-05,0.0005377200575494667,0.006610987258353054,0.0001663679010770968,0.006444619357275957,0.030118073215450427,0.00031874691846182733,0.0297993262969886,0.04443249847640626,0.000714263339429921,0.04371823513697634,2017
2017-02-02,2280.85,0.0081361721428571,863,0.22231108253968254,0.10024101333333332,0.10984421777777778,0.136174890625,0.09587622222222222,0.2012794522310401,0.1104354486625663,0.1088727412576998,315,225,128,18,0.12207006920634922,0.0908440035684738,0.040298668402777765,-0.009603204444444458,0.001562707404866498,0.007238573675816557,3.228639739229008e-05,0.007206287278424267,0.011776840727647021,0.00016450698082010517,0.011612333746826915,0.028683468652384088,0.0003168839177059695,0.028366584734678117,0.040579774775951746,0.0007146488847813949,0.039865125891170354,2017
2017-02-03,2297.42,0.0081308575,851,0.21523638940809967,0.0899337268722467,0.10558724782608696,0.12437108035714285,0.08702176470588234,0.19557897679332908,0.09793451165270474,0.10428940074366619,321,227,112,17,0.12530266253585298,0.09764446514062435,0.03734931565126051,-0.01565352095384026,-0.006354889090961449,-0.002117657077464753,3.226530753968254e-05,-0.0021499223850044357,0.008097982487088705,0.00016258851426681706,0.007935393972821888,0.023122069204098206,0.00031528955404383805,0.022806779650054367,0.03042364522237625,0.0007174270077972679,0.02970621821457898,2017
2017-02-06,2292.56,0.0087316614285714,723,0.21077278571428573,0.09646120869565217,0.10889363913043477,0.1329143203125,0.09471242105263158,0.19313653634862035,0.10589310729108858,0.10683778154082679,308,230,128,19,0.11431157701863356,0.08724342905753177,0.038201899259868416,-0.012432430434782607,-0.0009446742497382088,0.0002267949521675034,3.4649450113378576e-05,0.00019214550205412482,0.015447815312654475,0.0001605792120181397,0.015287236100636335,0.03126958846259881,0.0003135041378993099,0.030956084324699498,0.030254437244795377,0.0007202880710058845,0.029534149173789492,2017
2017-02-07,2293.08,0.0087598628571428,722,0.21242924675324676,0.09646818695652173,0.11071035652173913,0.13412696062992124,0.09528152631578947,0.19515913161996176,0.10544834077540277,0.10806514169273326,308,230,127,19,0.11596105979672502,0.08971079084455899,0.038845434314131774,-0.0142421695652174,-0.002616800917330492,0.0006931502647968556,3.476136054421746e-05,0.0006583889042526381,0.019220314134843968,0.00015658942176870636,0.019063724713075263,0.029959928889580323,0.0003116592943618948,0.029648269595218428,0.030827160086414895,0.0007184964648078495,0.030108663621607044,2017
